ID-Lattes	Título	Ano	Tipo	Natureza	Volumes	Páginas	ISBN	Edição	Série	Editora	Palavras-chave	
3851480345390580	Vinte Experiências de Gestão Pública e Cidadania	1997	LIVRO_ORGANIZADO_OU_EDICAO	COLETANEA						Editora da Fundação Getulio Vargas	[]
3851480345390580	Hybrid Public Action	2009	LIVRO_ORGANIZADO_OU_EDICAO	NAO_INFORMADO	1	98	0265-5012	1	1	IDS Bulletin (Brighton)	[]
3851480345390580	Crainças e Adolescentes: situação no Semi-árido Brasileiro	2007	LIVRO_PUBLICADO	NAO_INFORMADO	1	135	9788587426147	1		Programa Gestão Pública e Governo/Unicef	[]
3851480345390580	Desenvolvimento Local com Equidade em Municípios de Pequeno Porte Populacional	2010	LIVRO_ORGANIZADO_OU_EDICAO	LIVRO	1	31	9788599720165	1	1	Dedone Editora	[]
3851480345390580	Metropolitan Governance in the Federalist Americas: Strategies for Equitable and Integrated Development	2012	LIVRO_PUBLICADO	NAO_INFORMADO			9780268041410	1		University of Notre Dame Press	[]
3851480345390580	Desenvolvimento de Políticas Públicas de Fomento Ao Empreendedorismo em Estados e Municípios	2012	LIVRO_PUBLICADO	NAO_INFORMADO	1	52	9788587426192	1	1	Programa Gestão Pública e Cidadania	[]
3851480345390580	Beyond Public Policy: A Public Action Languages Approach	2019	LIVRO_PUBLICADO	NAO_INFORMADO		256	9781788118743	1		Edward Elgar	[]
3851480345390580	Accountability in Context	2013	LIVRO_PUBLICADO	COLETANEA		200	9789563532838	1	1	Gestíon Publica e Ciudadania	[]
4923576932176873	Finanças Corporativas	2000	LIVRO_ORGANIZADO_OU_EDICAO	LIVRO	1	180	8522429790			Atlas	['Custo e estrutura de capital', 'Emissão de debêntures', 'Emissão de ações']
4923576932176873	Gestão de Risco e derivativos: aplicações no Brasil.	2001	LIVRO_ORGANIZADO_OU_EDICAO	LIVRO		274	8522429952			Atlas	['Instrumentos derivativos', 'Gestão de risco', 'Opções']
4923576932176873	Bolsas de Valores e Estratégias de Investimentos	2003	LIVRO_PUBLICADO	TEXTO_INTEGRAL	1	139				Unemat Editora	['Bolsa de Valores', 'Análise fundamentalista', 'Análise técnica', 'Estratégias de investimentos']
4923576932176873	Análise de investimentos	2009	LIVRO_PUBLICADO	NAO_INFORMADO	1	119	9788574260			UFSC/UAB	['Análise de investimentos', 'Engenharia econômica']
4923576932176873	Mercado de Capitais	2011	LIVRO_PUBLICADO	TEXTO_INTEGRAL	1	146	9788579881	1		EAD/UFSC	['Mercado de Capitais', 'Finanças']
4923576932176873	Mercado de capitais: análise empírica no Brasil	2000	LIVRO_ORGANIZADO_OU_EDICAO	LIVRO	1	216	852242733x			ATLAS	['Administracao de Carteiras', 'Modelos de preço', 'Eficiência de mercado']
5322636314530267	Fabrica y Villa Obrera; Historia Social y Antropologia de los Obreros del Cemento	1988	LIVRO_PUBLICADO	TEXTO_INTEGRAL		214				CENTRO EDITOR DE AMERICA LATINA	['America Latina', 'Classe Operaria', 'Formas de Dominacao', 'Patronagem', 'Sindicalismo', 'Vila Operaria']
5322636314530267	Os Intelectuais e a Invenção do Peronismo. Estudos de Antropologia Social e Cultural	1997	LIVRO_PUBLICADO	TEXTO_INTEGRAL	1	242	8531404177	1		USP	['America Latina', 'cultura', 'Historia Cultural', 'Intelectuais', 'nacionalismo']
5322636314530267	Identidad y Conflicto en La Sierra Mazateca. El Consejo de Ancianos de San José Tenango	1988	LIVRO_PUBLICADO	TEXTO_INTEGRAL	1	293		1		INSTITUTO NACIONAL DE ANTROPOLOGÍA E HISTORIA	['Antropologia Politica', 'Caciquismo', 'Etnicidade', 'Formas de Dominacao', 'Sistemas Politicos', 'Sociedades Camponesas']
5322636314530267	Los Intelectuales y la Invención del Peronismo. Estudios de Antropología Social y Cultural.	1998	LIVRO_PUBLICADO	TEXTO_INTEGRAL		304	9504001610	1		ALIANZA EDITORIAL	['cultura', 'Historia Cultural', 'Intelectuais', 'Nacoes', 'Seculo Xx']
5322636314530267	Anthropologies, Etats et Populations	2000	LIVRO_ORGANIZADO_OU_EDICAO	PERIODICO	1	350		1		Fudation de Synthese / CNRS	['Antropologia', 'Populações', 'Estado', 'Antropologia Aplicada']
5322636314530267	Antropologia, Impérios e Estados Nacionais	2002	LIVRO_ORGANIZADO_OU_EDICAO	LIVRO		315				Relume Dumará	['Antropologia', 'Estados Nacionais', 'Impérios']
5322636314530267	Intelectuales y Expertos . La constitución del conocimiento social en la Argentina	2004	LIVRO_ORGANIZADO_OU_EDICAO	COLETANEA	1	350				Paidós	['Argentina', 'Elites', 'Intelectuais', 'Internacionalização', 'Ciencias Sociais']
5322636314530267	Empires, Nations, and Natives: Anthropology and State-Making	2005	LIVRO_ORGANIZADO_OU_EDICAO	LIVRO	1	344	0822336286	1		Duke University Press	['Antropologia', 'Estados Nacionais']
5322636314530267	Norbert Elias. Escritos e Ensaios 1 - Estado, processo, opinião pública	2006	LIVRO_ORGANIZADO_OU_EDICAO	COLETANEA	1	239		1		Jorge Zahar	['Norbert Elias', 'Estado', 'opinião pública', 'processo']
5322636314530267	La vie sociale de l'eau / The social life of water / A vida social da água. Bel Air, Port-au-Prince, Haiti	2009	LIVRO_PUBLICADO	NAO_INFORMADO	1	95	9788561882043	1		Viva Rio / NuCEC	['Haiti', 'mercados', 'Nacoes', 'água']
5322636314530267	Déchets. Estigmatisations, commerce, politiques. Garbage. Stimatisations, comerce, politics. Fatra. Stigmatizasyon, Komès, polItik ? Lixo. Estigmatizações, Comércios, Políticas. Porto Príncipe, Haiti	2010	LIVRO_PUBLICADO	NAO_INFORMADO	1	132	9788561882044	1		Viva Rio - NuCEC	['Haiti', 'comercio', 'desigualdade', 'lixo']
5322636314530267	Conversas Etnográficas Haitianas	2019	LIVRO_ORGANIZADO_OU_EDICAO	NAO_INFORMADO	1	357	9789592989125	1		Papeis Selvagens	[]
5322636314530267	A Cultural History of Money. The Age of Empire (1820 ? 1920)	2018	LIVRO_ORGANIZADO_OU_EDICAO	NAO_INFORMADO	1	354	9781474237390	1		Bloomsbury.	['economia', 'dinheiro', 'Impérios', 'Estados Nacionais', 'Século XIX']
5322636314530267	Brasil en Perspectiva	2010	LIVRO_ORGANIZADO_OU_EDICAO	NAO_INFORMADO	1	119	9788575776834	1	1	7Letras	['Antropologia', 'Brasil', 'Comparação']
5736078976141563	Database Marketing: uma estratégia não visível para sua maior adaptação em mercados competitivos	1997	LIVRO_PUBLICADO	TEXTO_INTEGRAL		113		1		UFMG	['Marketing um a um', 'Sistema de informação de Marketing', 'Database marketing']
5736078976141563	Administração Estratégica - Múltiplos enfoques para o sucesso empresarial	2001	LIVRO_ORGANIZADO_OU_EDICAO	LIVRO	1	317	859017582	1		FUMARC	['Administração estratégica']
5736078976141563	Marketing de Relacionamento Data base Marketing: uma estratégia para adaptação em mercados competitivos	2002	LIVRO_PUBLICADO	TEXTO_INTEGRAL	1	329	8573231793	1		Axcel	[]
5736078976141563	Projetos e Relatórios de Pesquisa em Administração	2004	LIVRO_PUBLICADO	OUTRA	1	199	8522438463	1		Atlas	['Metodologia de pesquisa', 'pesquisa em administração']
5736078976141563	Estratégia Empresarial ? o desafio das organizações: como harmonizar a obtenção de resultados entre as pessoas e o meio ambiente	2006	LIVRO_PUBLICADO	TEXTO_INTEGRAL	1	232	8502057243	1		Saraiva	['Planejamento estratégico', 'Planejamento empresarial', 'Administração de empresas', 'Comportamento organizacional']
5736078976141563	Manual de Ferramentas de Estratégia Empresarial	2008	LIVRO_ORGANIZADO_OU_EDICAO	LIVRO	1	323	9788522451449	1	1	Atlas	['Administração de empresas', 'Planejamento empresarial', 'Planejamento estratégico']
5736078976141563	Observatório de Custos em Saúde	2012	LIVRO_ORGANIZADO_OU_EDICAO	LIVRO	1	235	9788565094009	0		Vera Sátiro	[]
5736078976141563	Desafios da Gestão Estratégica em serviços de saúde	2012	LIVRO_PUBLICADO	COLETANEA	1	221	9788535262787	1	127489	Elsevier Editora Ltda	[]
5736078976141563	Desafios da Gestão Estratégica em serviços de saúde	2012	LIVRO_ORGANIZADO_OU_EDICAO	NAO_INFORMADO	1	221	85-352-6378-0	1	1	Elsevier	['Planejamento empresarial', 'Serviços em Saúde', 'Administração de empresas', 'Administração estratégica']
5736078976141563	Livro: III Seminário Nacional Do Observatório De Custos Em Saúde:: Cadeia Produtiva, Biotecnológia e Inovação na Perspectiva do Sistema Único de Saúde	2014	LIVRO_PUBLICADO	OUTRA	1	237	9788565094009	1	3	Autêntica Editora	[]
5736078976141563	Livro: II Seminário Nacional Do Observatório De Custos Em Saúde	2013	LIVRO_PUBLICADO	OUTRA	1	255	9788565094009	2	2	Autêntica Editora	[]
5736078976141563	Revista de Administração Mackenzie	2000	LIVRO_ORGANIZADO_OU_EDICAO	PERIODICO	1	143		1		Universidade Presbiteriana Mackenzie	['Finanças', 'Organizações']
6037766951080411	GESTÃO PÚBLICA: AVANÇOS E DESAFIOS DA GESTÃO POTIGUAR	2014	LIVRO_PUBLICADO	COLETANEA	1	273	9788563380074	1		Escola de Governo Cardeal Dom Eugênio de Araújo Sales	['Gestão Pública', 'Políticas Públicas', 'Administração Pública']
6037766951080411	ASSOCIATIVISMO INTERGOVERNAMENTAL: EXPERIÊNCIAS BRASILEIRAS	2013	LIVRO_PUBLICADO	TEXTO_INTEGRAL	1	206	9788564478121	1		IABS	['arranjos associativos intergovernamentais', 'Lógicas de articulação inter-governamental', 'Federalismo']
6476649401093818	O que é política educacional	1994	LIVRO_PUBLICADO	NAO_INFORMADO	1	127		2		Brasiliense	['Formacao Cultural', 'Formacao Para O Trabalho', 'Politica Educacional']
6476649401093818	O pensamento de Habermas em questão	2008	LIVRO_ORGANIZADO_OU_EDICAO	LIVRO	01	200	9788560810055	01	01	Oficina Universitária	['Habermas', 'Filosofia contemporânea', 'Teoria do discurso']
6476649401093818	Kant e o kantismo: heranças interpretativas	2009	LIVRO_ORGANIZADO_OU_EDICAO	COLETANEA	01	390	9788511001624	1ª	1	Brasiliense; FAPESP	['Immanuel Kant', 'Filosofia política', 'Filosofia prática', 'Filosofia teórica']
6476649401093818	Reconhecimento, direito e discursividade em Habermas	2013	LIVRO_ORGANIZADO_OU_EDICAO	LIVRO	01	467	9788561673	01	01	FAP/Editora da UNIFESP	['reconhecimento', 'Direito', 'legitimidade', 'Jürgen Habermas']
6476649401093818	Informação, conhecimento e ação ética - Livro em homenagem a Antonio Trajano	2012	LIVRO_ORGANIZADO_OU_EDICAO	COLETANEA	01	212	9788579833441	1	1	Cultura Acadêmica	['Conhecimento', 'Ética', 'informação']
6879546236123358	Introdução aos métodos estatísticos para economia e finanças	2015	LIVRO_PUBLICADO	TEXTO_INTEGRAL	1	361	9788523011482	1		Editora UnB	[]
8761482881522916	The Dark Side 3: critical cases on the downside of business	2017	LIVRO_PUBLICADO	COLETANEA	1	179	9781783538072	1		Routledge	[]
9311310817226781	Reforma Política: Lições da História Recente	2006	LIVRO_ORGANIZADO_OU_EDICAO	LIVRO	1	280	8522505411	1		Fundação Getúlio Vargas	[]
9311310817226781	Reforma Política em Questão	2008	LIVRO_ORGANIZADO_OU_EDICAO	LIVRO	1	330	9788523010041	1		Editora Universidade de Brasília	[]
9311310817226781	Legislativo Brasileiro em Perspectiva Comparada	2009	LIVRO_ORGANIZADO_OU_EDICAO	LIVRO	1	480	9788570418012	1		Editora da UFMG	[]
9311310817226781	Legitimidade e Qualidade da Democracia no Brasil: Uma Visão da Cidadania	2011	LIVRO_PUBLICADO	TEXTO_INTEGRAL	1	255	9788564586055	1		Intermeios	[]
9311310817226781	Responsividade Democrática no Brasil de Lula e na Argentina dos Kirchner	2015	LIVRO_PUBLICADO	NAO_INFORMADO	1	322	9788581488509	1	1	Paco Editorial	[]
9311310817226781	Institutional Innovation and the Steering of Conflicts in Latin America	2017	LIVRO_ORGANIZADO_OU_EDICAO	NAO_INFORMADO	1	346	9781785522314	1	1	ECPR PRESS	[]
9311310817226781	Coletânea de Políticas Públicas de Cultura: Práticas e Reflexões	2011	LIVRO_ORGANIZADO_OU_EDICAO	LIVRO	1	297	9788560485529	1	1	Universidade Católica de Brasília	[]
9391282233857282	Análise das articulações sócio-econômicas regionais: Sugestões metodológicas	1985	LIVRO_PUBLICADO	TEXTO_INTEGRAL		88				UFRJ	['Analise Regional']
9391282233857282	Pragmatische Theorie der Indikatoren. Grundlagen einer methodischen Neuorientierung (Teoria pragmática de indicadores. Fundamentos para uma reorientação metodológica)	1979	LIVRO_PUBLICADO	TEXTO_INTEGRAL	1	251	3525125534	1		Vandenhoek & Ruprecht	['Indicadores Economicos e Sociais', 'Metodologia', 'Planejamento Empresarial', 'Informação']
9391282233857282	Working Paper: O planejamento comunicativo é possível? Indagações e reflexões sobre novas formas de articulação entre espaço, Estado e sociedade no Brasil	1996	LIVRO_PUBLICADO	TEXTO_INTEGRAL		26	01047132			Série Estudos e Debates No. 7, IPPUR / UFRJ	['Planejamento', 'Planejamento Urbano e Regional', 'Comunicacao', 'Participação']
9391282233857282	Determinantes da política urbana-regional: Processos de polarização e particularização social e espacial	1982	LIVRO_PUBLICADO	TEXTO_INTEGRAL	1	37		1		Série Estudos e Debates No. 3 - Publicações PUR - UFRJ	['Urbanizacao', 'Desenvolvimento Economico', 'Desenvolvimento Social', 'Planejamento Regional']
9391282233857282	Working Paper: Meio ambiente e análise territorial: sugestões metodológicas e instrumentais. Uma reflexão a partir da problemática do tombamento da Mata Atlântica e suas conseqüências para o distrito Lumiar do município de Nova Friburgo/RJ	1991	LIVRO_PUBLICADO	TEXTO_INTEGRAL	1	32				IPPUR / UFRJ - mimeo	['Meio Ambiente', 'Metodologia', 'Analise Territorial']
9391282233857282	Überlegungen zu einer algemeinen Rationalisierungslehre (Reflexões acerca de uma lógica geral de racionalização)	1981	LIVRO_PUBLICADO	TEXTO_INTEGRAL	1	50			7	Forschungsbericht No. 7, Forschungsgruppe für Innovation und technologische Voraussage	['Racionalizacao', 'Planejamento Empresarial', 'Estratégia']
9391282233857282	Relatório de Pesquisa: Praxisnahe Universitätsausbildung in Industriebetriebslehre (Formação universitária orientada para a praxis em administração industrial)	1980	LIVRO_PUBLICADO	TEXTO_INTEGRAL	1	173				Forschungbericht No. 5 der Forschungsgruppe für Innovation und technologische Voraussage,	['Administracao Empresarial', 'Planejamento Empresarial', 'Estratégia', 'Desenvolvimento Economico']
9391282233857282	Einflussgrössen und Entscheidungsrechnungen für die Einsatzplanung von Handlinggeräten - Ihre theoretische Einflussgrössen und Entscheidungsrechnungen für die Einsatzplanung con Handlinggeräten - Ihre theoretische Untersuchung und empirische Erhebung zur Bildung von Indikatores(Determinantes e processos de decisão para a implementação de aparelhos de handling)	1976	LIVRO_PUBLICADO	TEXTO_INTEGRAL	1	468				Arbeitspapiere No. 36 des BWL da Universität Erlangen - Nuremberg	['Administracao Empresarial', 'Robos Industriais', 'Localização Industrial']
9391282233857282	Working Paper: Acordos estratégicos ou alianças comunicativas: formas alternativas de gestão e planejamento urbano	1997	LIVRO_PUBLICADO	TEXTO_INTEGRAL		22	01047132			Série Estudos e Debates No. 16 - IPPUR / UFRJ	[]
9391282233857282	Working Paper: Novos agentes, novas fronteiras e novas espacialidades: algumas reflexões sobre a sociedade brasileira	1997	LIVRO_PUBLICADO	TEXTO_INTEGRAL		30	01047132			Série Estudos e Debates No. 13 - IPPUR / UFRJ	[]
9391282233857282	Working Paper: Segunda residência e urbanização: Investigação e reflexão sobre o caso do município de Petrópolis/RJ	2007	LIVRO_PUBLICADO	TEXTO_INTEGRAL		25			50	IPPUR / UFRJ - Série Estudos e Debates	['Turismo de segunda residência', 'Planejamento Urbano e Regional', 'Organização Territorial', 'Urbanizacao']
9391282233857282	Abordagens e experiências - Desenvolvimento Regional, Estado e Sociedade	2012	LIVRO_ORGANIZADO_OU_EDICAO	COLETANEA	1	287	9738586136078	1	1	IPPUR	['Desenvolvimento Urbano e Regional', 'Organização Territorial', 'Planejamento Urbano e Regional', 'Políticas Públicas']
9391282233857282	Politica e Planejamento Regional - uma coletânea	2013	LIVRO_ORGANIZADO_OU_EDICAO	COLETANEA	1	224	9788566507010	1	1	UP Gráfica	['Desenvolvimento Urbano e Regional', 'Organização Territorial', 'Planejamento Urbano e Regional', 'Políticas Públicas']
9391282233857282	Planejamento, Políticas e Experiências de Desenvolvimento Regional: problemáticas e desafios	2014	LIVRO_ORGANIZADO_OU_EDICAO	COLETANEA	1	328	9788577853274	1		LetraCapital	['Desenvolvimento Urbano e Regional', 'Planejamento', 'Politica', 'Organização Territorial']
9391282233857282	Expansão metropolitana e transformações das interfaces entre cidade, campo e região na América Latina	2015	LIVRO_ORGANIZADO_OU_EDICAO	NAO_INFORMADO	1	336	9788577852864	2		Letra Capital Editora	['Expansão metropolitana', 'Cidade dispersa', 'Região peri-metropolitana', 'Relações campo - cidade']
9391282233857282	Global Crisis, Planning & Challenges to Spatial Justice in the North and in the South - IV WPSC - Rio de Janeiro, Brazil, july 3 8th, 2016	2016	LIVRO_ORGANIZADO_OU_EDICAO	CATALOGO	1	1662	9788577855551	1	1	Letra Capital	['crise', 'Planejamento', 'justiça', 'desafio']
9391282233857282	Consórcios Intermunicipais e Comitês de Bacia Hidrográfica. Suas potencialidades e limitações para formulat agendas de desenvolvimento regional no Brasil	2019	LIVRO_ORGANIZADO_OU_EDICAO	COLETANEA	1	200	9788562987267	1	1	Hexis Editora	['Consórcio público', 'bacia hidrográfica', 'Comitê Hidrográfico', 'Desenvolvimento regional', 'Escalas', 'Federalismo']
9391282233857282	Expansão Metropolitana e Transformações das Interfaces entre Cidade, Campoe Região na América Latina	2011	LIVRO_ORGANIZADO_OU_EDICAO	COLETANEA	1	337	9788575490235	1	1	Max Limonad	['Expansão metropolitana', 'Cidades', 'Fronteiras', 'Região', 'Região peri-metropolitana']
9982121532266721	Individual Behaviors and Technologies for Financial Innovations	2019	LIVRO_ORGANIZADO_OU_EDICAO	COLETANEA	1	410	9783319919102	1	1	Springer Nature	['Financial Innovation', 'Corporate Governance', 'Corporate Finance', 'Behavioral Finance']
9982121532266721	Econometria - Análise de Dados com Regressão Linear (com Excel e Gretl)	2013	LIVRO_PUBLICADO	TEXTO_INTEGRAL	1	112	9788580040845	1		Saint Paul Editora	['Finanças Corporativas']